NK011766.CDS.3	1433B_HUMAN
TM07697644.CDS.1	P4R3A_HUMAN
PR01949087.CDS.1	P4R3B_HUMAN
B60006.CDS.3	P4R3C_HUMAN
XR44825884.CDS.1	P52K_HUMAN
P83194.CDS.1	P53_HUMAN
TP85063924	P55G_HUMAN
OF26653891.CDS.1	P5CR1_HUMAN
X30766.CDS.3	P5CR2_HUMAN
AQ84368718.CDS.1	P5CR3_HUMAN
IS159929.CDS.1	P5CS_HUMAN
LH751766.CDS.1	P5F1B_HUMAN
HX884170.CDS.1	P5I11_HUMAN
OD354477.CDS.1	P5I13_HUMAN
YD363367.CDS.1	P63_HUMAN
GK923855.CDS.1	P66A_HUMAN
LQ25421273.CDS.1	P66B_HUMAN
QI15319214	P73_HUMAN
QW22913969.CDS.1	P85A_HUMAN
OJ578628.CDS.1	P85B_HUMAN
FE85052063.CDS.1	PA1B2_HUMAN
QM17506762	PA1B3_HUMAN
Z54657.CDS.3	PA21B_HUMAN
HS267125.CDS.1	PA24A_HUMAN
GK953199.CDS.2	PA24B_HUMAN
M48069.CDS.2	PA24C_HUMAN
E47855.CDS.2	PA24D_HUMAN
DL505029.CDS.2	PA24E_HUMAN
ST737403.CDS.2	PA24F_HUMAN
JQ86538041.CDS.1	PA2G3_HUMAN
KH411643.CDS.1	PA2G4_HUMAN
CA33467503.CDS.3	PA2G5_HUMAN
T59323.CDS.2	PA2GA_HUMAN
PA964729.CDS.1	PA2GC_HUMAN
WR92347360.CDS.2	PA2GD_HUMAN
CB80783914.CDS.1	PA2GE_HUMAN
GL37016144.CDS.1	PA2GF_HUMAN
YE12944301.CDS.1	PA2GX_HUMAN
YS228830.CDS.2	PAAF1_HUMAN
H33436.CDS.1	PAB4L_HUMAN
D07072	PABP1_HUMAN
FY96161265.CDS.3	PABP2_HUMAN
O83759.CDS.1	PABP3_HUMAN
YF95584882	PABP4_HUMAN
JI584201.CDS.1	PABP5_HUMAN
ID692611.CDS.1	PACA_HUMAN
P74704.CDS.1	PACC1_HUMAN
AF71942615	PACE1_HUMAN
CE47147725.CDS.3	PACER_HUMAN
TD90385353.CDS.2	PACN1_HUMAN
UL917278.CDS.1	PACN2_HUMAN
U49534	PACN3_HUMAN
EW26051858.CDS.1	PACRG_HUMAN
T92650.CDS.2	PACRL_HUMAN
K64012.CDS.3	PACR_HUMAN
XO61331981.CDS.1	PACS1_HUMAN
WU55359177.CDS.1	PACS2_HUMAN
XH410512.CDS.3	PADC1_HUMAN
EX74386050.CDS.1	PADI1_HUMAN
Y21907	PADI2_HUMAN
EP72310592.CDS.1	PADI3_HUMAN
LM47262716.CDS.1	PADI4_HUMAN
WM88261189.CDS.1	PADI6_HUMAN
LC11777452.CDS.1	PAEP_HUMAN
RE150656	PAF15_HUMAN
PR803176.CDS.1	PAF1_HUMAN
N34416.CDS.1	PAFA2_HUMAN
DG43576840.CDS.3	PAFA_HUMAN
UT73216943.CDS.1	PAG15_HUMAN
LH067382.CDS.1	PAGE1_HUMAN
SR65669326.CDS.1	PAGE2_HUMAN
XH788655.CDS.1	PAGE3_HUMAN
L79618.CDS.1	PAGE4_HUMAN
WW06366216.CDS.1	PAGE5_HUMAN
WT650261.CDS.1	PAGR1_HUMAN
OR64686286.CDS.1	PAHO_HUMAN
BB51168341.CDS.2	PAHX_HUMAN
QZ327521.CDS.1	PAI1_HUMAN
JE29863102.CDS.1	PAI2B_HUMAN
PW99322924	PAI2_HUMAN
JZ420860.CDS.2	PAIP1_HUMAN
HC367997.CDS.3	PAIP2_HUMAN
XJ18899607	PAIRB_HUMAN
TE03889024.CDS.3	PAK1_HUMAN
IY278410.CDS.3	PAK2_HUMAN
OJ74982642	PAK3_HUMAN
M64797	PAK4_HUMAN
KO081209.CDS.1	PAK5_HUMAN
EW81504170.CDS.1	PAK6_HUMAN
T96767.CDS.1	PAL4A_HUMAN
IP345077.CDS.1	PAL4C_HUMAN
JJ773812.CDS.2	PAL4D_HUMAN
TR192954.CDS.3	PAL4E_HUMAN
QL26668138.CDS.3	PAL4F_HUMAN
JE324002.CDS.2	PAL4G_HUMAN
TT089081.CDS.1	PAL4H_HUMAN
KS041390.CDS.1	PALB2_HUMAN
MI86909864.CDS.2	PALD_HUMAN
GE27926616.CDS.1	PALLD_HUMAN
SN81995947	PALM2_HUMAN
PG37746830.CDS.2	PALM3_HUMAN
KG573505	PALMD_HUMAN
J58707.CDS.3	PALM_HUMAN
OX61857001.CDS.2	PAMR1_HUMAN
B61168.CDS.2	PAN2_HUMAN
Q06707.CDS.1	PAN3_HUMAN
AW560078.CDS.1	PANK1_HUMAN
XK755169.CDS.2	PANK2_HUMAN
RH827557.CDS.2	PANK3_HUMAN
MA364778.CDS.3	PANK4_HUMAN
HK684620	PANKY_HUMAN
HH264078.CDS.3	PANO1_HUMAN
GS337074.CDS.2	PANX1_HUMAN
RU13999902.CDS.1	PANX2_HUMAN
LT53869861.CDS.3	PANX3_HUMAN
SW95596607	PAOX_HUMAN
CI568845.CDS.1	PAP1L_HUMAN
C32427.CDS.1	PAP1M_HUMAN
SW854805.CDS.1	PAPAS_HUMAN
BJ72398525.CDS.2	PAPD1_HUMAN
EZ314560.CDS.1	PAPD5_HUMAN
KP11258549.CDS.1	PAPD7_HUMAN
LT51463468.CDS.1	PAPOA_HUMAN
G87750.CDS.1	PAPOB_HUMAN
EB80852385.CDS.3	PAPOG_HUMAN
F47947.CDS.1	PAPP1_HUMAN
GI666011	PAPP2_HUMAN
W81114.CDS.1	PAPS1_HUMAN
HA903920	PAPS2_HUMAN
YO390457.CDS.1	PAQR1_HUMAN
IS77309003.CDS.1	PAQR2_HUMAN
DE426901.CDS.1	PAQR3_HUMAN
LT636883.CDS.2	PAQR4_HUMAN
MO39784830.CDS.2	PAQR5_HUMAN
OR74126722.CDS.3	PAQR6_HUMAN
NP26004154.CDS.1	PAQR7_HUMAN
OW91950528.CDS.1	PAQR8_HUMAN
SP194738	PAQR9_HUMAN
DC81296740.CDS.2	PAQRA_HUMAN
JU60249278.CDS.1	PAQRB_HUMAN
KW035844.CDS.1	PAR10_HUMAN
GI79659826.CDS.1	PAR11_HUMAN
WD124181.CDS.1	PAR12_HUMAN
M43619.CDS.1	PAR14_HUMAN
KJ115706.CDS.3	PAR15_HUMAN
OI871273.CDS.1	PAR16_HUMAN
A93479.CDS.2	PAR1_HUMAN
YG296959.CDS.1	PAR2_HUMAN
X75696.CDS.2	PAR3L_HUMAN
UW47745328.CDS.1	PAR3_HUMAN
XE93262941.CDS.1	PAR4_HUMAN
TL62967262	PAR6A_HUMAN
YA705358.CDS.3	PAR6B_HUMAN
NC58375770.CDS.1	PAR6G_HUMAN
PX669952.CDS.1	PARD3_HUMAN
QS40560547.CDS.2	PARG_HUMAN
AB432783.CDS.1	PARI_HUMAN
CP906365.CDS.2	PARK7_HUMAN
DB136885.CDS.2	PARL_HUMAN
OG637435	PARM1_HUMAN
EL962405.CDS.1	PARN_HUMAN
XK77382310.CDS.1	PARP1_HUMAN
CU00613358.CDS.1	PARP2_HUMAN
B92039.CDS.1	PARP3_HUMAN
JU56086803.CDS.1	PARP4_HUMAN
BS377997.CDS.1	PARP6_HUMAN
CH20617228	PARP8_HUMAN
W58603.CDS.1	PARP9_HUMAN
U32893.CDS.1	PARPT_HUMAN
HC629524.CDS.1	PARVA_HUMAN
DC64639423.CDS.2	PARVB_HUMAN
ED715982.CDS.2	PARVG_HUMAN
PB180698.CDS.1	PASD1_HUMAN
IN99519029.CDS.1	PASK_HUMAN
GE46926902.CDS.3	PATE1_HUMAN
FL52377271.CDS.1	PATE2_HUMAN
QT340264	PATE3_HUMAN
M09499	PATE4_HUMAN
FT47312360.CDS.1	PATL1_HUMAN
QR70678370.CDS.2	PATL2_HUMAN
RC88898373.CDS.3	PATZ1_HUMAN
UM04527214.CDS.2	PAWR_HUMAN
XG05320254.CDS.1	PAX1_HUMAN
XA388460.CDS.1	PAX2_HUMAN
MM42739346.CDS.1	PAX3_HUMAN
YW15498869.CDS.1	PAX4_HUMAN
IH045433.CDS.1	PAX5_HUMAN
N77606.CDS.2	PAX6_HUMAN
TP98068621.CDS.1	PAX7_HUMAN
NR18311102.CDS.1	PAX8_HUMAN
BM39816622	PAX9_HUMAN
LI025202.CDS.1	PAXB1_HUMAN
AY90824716.CDS.3	PAXI1_HUMAN
AS239291.CDS.2	PAXI_HUMAN
S48725.CDS.3	PAXX_HUMAN
NW351834.CDS.3	PB1_HUMAN
NG45657548.CDS.3	PBDC1_HUMAN
PT07259192.CDS.1	PBIP1_HUMAN
GP05299583.CDS.1	PBLD_HUMAN
XL640921.CDS.1	PBMU2_HUMAN
W00355	PBOV1_HUMAN
HD00065853.CDS.1	PBX1_HUMAN
GK64027771.CDS.1	PBX2_HUMAN
UW103013.CDS.1	PBX3_HUMAN
ZW44511207.CDS.3	PBX4_HUMAN
TK32178524.CDS.1	PC11X_HUMAN
K62277.CDS.1	PC11Y_HUMAN
ZQ672536	PC4L1_HUMAN
TN76669107.CDS.2	PCARE_HUMAN
F94899.CDS.3	PCAT1_HUMAN
DK25484046.CDS.2	PCAT2_HUMAN
GK98758611.CDS.1	PCBP1_HUMAN
JK557808.CDS.3	PCBP2_HUMAN
LI08178312.CDS.1	PCBP3_HUMAN
DM35178778	PCBP4_HUMAN
FL20152404.CDS.3	PCCA_HUMAN
O73642.CDS.2	PCCB_HUMAN
MB28151311.CDS.1	PCD10_HUMAN
B61978.CDS.2	PCD12_HUMAN
AY868790.CDS.2	PCD15_HUMAN
HY297831.CDS.1	PCD16_HUMAN
MW426545.CDS.2	PCD17_HUMAN
UW023523.CDS.1	PCD18_HUMAN
YN95760858.CDS.1	PCD19_HUMAN
IL19724959.CDS.1	PCD20_HUMAN
E36689.CDS.1	PCD23_HUMAN
I29900.CDS.1	PCDA1_HUMAN
S77403.CDS.2	PCDA2_HUMAN
PN05425663.CDS.1	PCDA3_HUMAN
T28636.CDS.1	PCDA4_HUMAN
Y17760.CDS.3	PCDA5_HUMAN
QF98446053.CDS.1	PCDA6_HUMAN
JR03341532.CDS.1	PCDA7_HUMAN
YW816514.CDS.2	PCDA8_HUMAN
P42799.CDS.2	PCDA9_HUMAN
T77486	PCDAA_HUMAN
S07827.CDS.2	PCDAB_HUMAN
Z02927.CDS.2	PCDAC_HUMAN
KH220933.CDS.1	PCDAD_HUMAN
YQ778820.CDS.2	PCDB1_HUMAN
XS015975.CDS.1	PCDB2_HUMAN
UU15352329.CDS.1	PCDB3_HUMAN
EP973087.CDS.3	PCDB4_HUMAN
AT091553	PCDB5_HUMAN
R00627.CDS.3	PCDB6_HUMAN
R38640.CDS.1	PCDB7_HUMAN
ZY22297082.CDS.1	PCDB8_HUMAN
CJ27756162.CDS.1	PCDB9_HUMAN
YP917563.CDS.3	PCDBA_HUMAN
BI58275023.CDS.2	PCDBB_HUMAN
TR989332.CDS.2	PCDBC_HUMAN
JQ38305929	PCDBD_HUMAN
NX493562.CDS.2	PCDBE_HUMAN
MX251760.CDS.1	PCDBF_HUMAN
N38891.CDS.1	PCDBG_HUMAN
P89569.CDS.1	PCDBI_HUMAN
F65146.CDS.1	PCDC1_HUMAN
FJ73456656.CDS.1	PCDC2_HUMAN
OE025529.CDS.1	PCDG1_HUMAN
KK05645021.CDS.1	PCDG2_HUMAN
SS86418783.CDS.1	PCDG3_HUMAN
JR079776.CDS.1	PCDG4_HUMAN
Y46455.CDS.1	PCDG5_HUMAN
OO26748590.CDS.1	PCDG6_HUMAN
P79959.CDS.1	PCDG7_HUMAN
LL012106.CDS.2	PCDG8_HUMAN
AX417135.CDS.2	PCDG9_HUMAN
SH512393.CDS.1	PCDGA_HUMAN
YI31667039.CDS.3	PCDGB_HUMAN
YW21649187.CDS.1	PCDGC_HUMAN
LB532109.CDS.1	PCDGD_HUMAN
YC722244.CDS.1	PCDGE_HUMAN
U20824.CDS.2	PCDGF_HUMAN
NC044212.CDS.1	PCDGG_HUMAN
ZM43587490.CDS.3	PCDGH_HUMAN
RS88616968.CDS.2	PCDGI_HUMAN
NR024646.CDS.1	PCDGJ_HUMAN
XY799507.CDS.3	PCDGK_HUMAN
JA19354662.CDS.1	PCDGL_HUMAN
GW40610109.CDS.1	PCDGM_HUMAN
R86885.CDS.1	PCDH1_HUMAN
WU88661133.CDS.1	PCDH7_HUMAN
Z19123	PCDH8_HUMAN
JD434642	PCDH9_HUMAN
FD77359754.CDS.1	PCDP1_HUMAN
ES295303.CDS.1	PCF11_HUMAN
HJ03861966.CDS.1	PCFT_HUMAN
DR37254377.CDS.1	PCGF1_HUMAN
DR844549.CDS.2	PCGF2_HUMAN
UP05754225.CDS.1	PCGF3_HUMAN
AA772998.CDS.3	PCGF5_HUMAN
J30371.CDS.3	PCGF6_HUMAN
GP605284	PCH2_HUMAN
AD598671.CDS.1	PCID2_HUMAN
XU061012.CDS.1	PCKGC_HUMAN
Y07967.CDS.2	PCKGM_HUMAN
UD542083.CDS.2	PCLI1_HUMAN
AM59755171.CDS.1	PCLO_HUMAN
HU998546.CDS.1	PCM1_HUMAN
LC515889.CDS.2	PCMD1_HUMAN
B51569.CDS.2	PCMD2_HUMAN
OS33579310	PCNA_HUMAN
J80078.CDS.1	PCNP_HUMAN
R81533.CDS.1	PCNT_HUMAN
DZ369985.CDS.1	PCOC1_HUMAN
NK19614834.CDS.1	PCOC2_HUMAN
GH228764	PCOTH_HUMAN
IU660298.CDS.1	PCP2_HUMAN
E14636.CDS.1	PCP4_HUMAN
HH530323.CDS.1	PCP_HUMAN
HG190759.CDS.1	PCSK1_HUMAN
XF20691985.CDS.2	PCSK4_HUMAN
H99590.CDS.1	PCSK5_HUMAN
HJ18978191.CDS.1	PCSK6_HUMAN
Z49499.CDS.2	PCSK7_HUMAN
IK70554645.CDS.2	PCSK9_HUMAN
DH03399046.CDS.1	PCX1_HUMAN
SH176612	PCX2_HUMAN
UU52744871.CDS.1	PCX3_HUMAN
HT811510.CDS.1	PCX4_HUMAN
SJ855744.CDS.1	PCY1A_HUMAN
RW540444.CDS.1	PCY1B_HUMAN
XE68400227.CDS.3	PCY2_HUMAN
IB457868	PCYOX_HUMAN
KT79066487.CDS.1	PCYXL_HUMAN
KO870438.CDS.1	PD1L1_HUMAN
QW242020.CDS.3	PD1L2_HUMAN
MT82933758	PD2R2_HUMAN
FE78183442.CDS.1	PD2R_HUMAN
NJ78760198.CDS.1	PDC10_HUMAN
LY411853.CDS.2	PDC6I_HUMAN
KR568613.CDS.1	PDCD1_HUMAN
EJ850024.CDS.1	PDCD2_HUMAN
PJ21043137.CDS.3	PDCD4_HUMAN
PY18547338.CDS.2	PDCD5_HUMAN
BX911197.CDS.1	PDCD6_HUMAN
LW59244820	PDCD7_HUMAN
HL58347614.CDS.1	PDCL2_HUMAN
JG779039.CDS.3	PDCL3_HUMAN
WW156788.CDS.1	PDD2L_HUMAN
QQ22881773.CDS.1	PDE10_HUMAN
OO257826	PDE11_HUMAN
LM13908136	PDE12_HUMAN
S60123	PDE1A_HUMAN
EA886783.CDS.1	PDE1B_HUMAN
WG554261.CDS.1	PDE1C_HUMAN
OO567551.CDS.1	PDE2A_HUMAN
TC17481873.CDS.1	PDE3A_HUMAN
KS40375414.CDS.1	PDE3B_HUMAN
YM781647.CDS.2	PDE4A_HUMAN
RX160176.CDS.1	PDE4B_HUMAN
WO644869.CDS.1	PDE4C_HUMAN
QL380272	PDE4D_HUMAN
ML953993.CDS.1	PDE5A_HUMAN
H40914.CDS.1	PDE6A_HUMAN
YQ017305.CDS.3	PDE6B_HUMAN
J53580.CDS.3	PDE6C_HUMAN
Q62458.CDS.3	PDE6D_HUMAN
AN897103.CDS.1	PDE7A_HUMAN
A45631.CDS.2	PDE7B_HUMAN
DZ780549.CDS.1	PDE8A_HUMAN
LD575353.CDS.1	PDE8B_HUMAN
I03224.CDS.1	PDE9A_HUMAN
LJ244132.CDS.1	PDGFA_HUMAN
OC002635.CDS.3	PDGFB_HUMAN
KY536632.CDS.1	PDGFC_HUMAN
W64967.CDS.1	PDGFD_HUMAN
YY56866740.CDS.2	PDIA1_HUMAN
RU35316697.CDS.1	PDIA2_HUMAN
LK67189459.CDS.1	PDIA3_HUMAN
ZK784006	PDIA4_HUMAN
AD459836.CDS.1	PDIA5_HUMAN
DW90043507.CDS.1	PDIA6_HUMAN
CZ768792	PDILT_HUMAN
SZ38201243.CDS.1	PDIP2_HUMAN
NH17255974.CDS.1	PDIP3_HUMAN
SY69364144	PDK1L_HUMAN
O49994.CDS.1	PDK1_HUMAN
PH685804	PDK2_HUMAN
DU47938226.CDS.1	PDK3_HUMAN
XC03281691.CDS.1	PDK4_HUMAN
GF42547443.CDS.1	PDLI1_HUMAN
E88662.CDS.1	PDLI2_HUMAN
AN912187	PDLI3_HUMAN
CX34455579.CDS.3	PDLI4_HUMAN
H19933.CDS.1	PDLI5_HUMAN
NL88784365.CDS.1	PDLI7_HUMAN
CA302926.CDS.3	PDP1_HUMAN
AT525374.CDS.2	PDP2_HUMAN
JP238139.CDS.2	PDPFL_HUMAN
K44968.CDS.1	PDPK1_HUMAN
NJ218056.CDS.1	PDPK2_HUMAN
CG11265090.CDS.1	PDPN_HUMAN
PW20006600.CDS.1	PDPR_HUMAN
BW342974.CDS.2	PDRG1_HUMAN
ND93094890.CDS.1	PDS5A_HUMAN
LN406005.CDS.1	PDS5B_HUMAN
PK97023172	PDX1_HUMAN
FM03021317.CDS.1	PDXD1_HUMAN
YR043430.CDS.2	PDXD2_HUMAN
SG35413709.CDS.2	PDXK_HUMAN
B64015.CDS.1	PDXL2_HUMAN
R89796.CDS.2	PDYN_HUMAN
NL98773059.CDS.1	PDZ11_HUMAN
LI915691.CDS.1	PDZ1I_HUMAN
ON98990115.CDS.1	PDZ1P_HUMAN
UC05508829.CDS.1	PDZD2_HUMAN
DF75813057.CDS.1	PDZD4_HUMAN
YO900813	PDZD7_HUMAN
Z93141	PDZD8_HUMAN
PS36794723	PDZD9_HUMAN
QS649153.CDS.1	PE2R1_HUMAN
MF217115.CDS.1	PE2R2_HUMAN
GR00234729.CDS.1	PE2R3_HUMAN
MH97958437	PE2R4_HUMAN
JT78323972.CDS.2	PEA15_HUMAN
EW962167	PEAK1_HUMAN
FZ60879826.CDS.1	PEAK3_HUMAN
PU47137952.CDS.1	PEAR1_HUMAN
CK32307957.CDS.1	PEBB_HUMAN
I28655.CDS.1	PEBP1_HUMAN
AM444169.CDS.3	PEBP4_HUMAN
JZ64148332.CDS.1	PECA1_HUMAN
LN078722.CDS.1	PECR_HUMAN
CE08137846.CDS.3	PED1A_HUMAN
WY221019	PED1B_HUMAN
AY102336	PEDF_HUMAN
A89038.CDS.2	PEF1_HUMAN
Z20208	PEG10_HUMAN
HW326340.CDS.1	PEG3_HUMAN
WG677668.CDS.2	PELI1_HUMAN
IG591213	PELI2_HUMAN
YB730858.CDS.2	PELI3_HUMAN
A65935	PELO_HUMAN
UO88255328	PELP1_HUMAN
M96157	PEMT_HUMAN
FU830585	PEN2_HUMAN
MK90478998.CDS.2	PENK_HUMAN
TQ83284623.CDS.1	PEO1_HUMAN
NY287079.CDS.1	PEPA3_HUMAN
R04316.CDS.1	PEPA4_HUMAN
FZ05956620.CDS.2	PEPA5_HUMAN
YN38114517.CDS.1	PEPC_HUMAN
DU24280546.CDS.1	PEPD_HUMAN
G42782.CDS.1	PEPL1_HUMAN
MF44616980.CDS.1	PEPL_HUMAN
HK190345.CDS.1	PER1_HUMAN
ZS135750.CDS.2	PER2_HUMAN
AE138141.CDS.1	PER3_HUMAN
KN361273.CDS.1	PERC1_HUMAN
DX33534524.CDS.1	PERE_HUMAN
XO21511779	PERF_HUMAN
LP498005.CDS.2	PERI_HUMAN
QH275534.CDS.3	PERL_HUMAN
PU822374.CDS.3	PERM1_HUMAN
J43645	PERM_HUMAN
JZ83845997	PERP_HUMAN
KA29031702.CDS.3	PERT_HUMAN
RB85676603.CDS.1	PESC_HUMAN
PF86843021.CDS.1	PEX10_HUMAN
XX59872942.CDS.2	PEX12_HUMAN
C78188.CDS.2	PEX13_HUMAN
CN50326081.CDS.1	PEX14_HUMAN
JK38207788.CDS.3	PEX16_HUMAN
FQ815880.CDS.1	PEX19_HUMAN
OB31634679.CDS.1	PEX1_HUMAN
DZ299151.CDS.1	PEX26_HUMAN
OH58634395.CDS.1	PEX2_HUMAN
MG874755.CDS.1	PEX3_HUMAN
EC33906345.CDS.2	PEX5R_HUMAN
KX344890.CDS.1	PEX5_HUMAN
RP18429083.CDS.1	PEX6_HUMAN
XS476213.CDS.2	PEX7_HUMAN
CB46288467.CDS.1	PF21A_HUMAN
CK271758.CDS.2	PF21B_HUMAN
QN244293.CDS.1	PF2R_HUMAN
T81134.CDS.2	PF4V_HUMAN
TU451875.CDS.2	PFD1_HUMAN
W35428.CDS.1	PFD2_HUMAN
LM855803.CDS.2	PFD3_HUMAN
NJ721502.CDS.1	PFD4_HUMAN
YU474885.CDS.2	PFD5_HUMAN
L71632.CDS.1	PFD6_HUMAN
YG369988.CDS.1	PFKAL_HUMAN
QB648911.CDS.2	PFKAM_HUMAN
PC535753.CDS.2	PFKAP_HUMAN
RN74493652.CDS.1	PG12A_HUMAN
XR284224.CDS.1	PG12B_HUMAN
TE85372520.CDS.3	PG2IP_HUMAN
X88394.CDS.2	PGAM1_HUMAN
PC22435765.CDS.1	PGAM2_HUMAN
YD18826727.CDS.1	PGAM4_HUMAN
GF77453948.CDS.1	PGAM5_HUMAN
QP73548510.CDS.1	PGAP1_HUMAN
RP56889991.CDS.1	PGAP2_HUMAN
KD332792.CDS.2	PGAP3_HUMAN
JX27817130.CDS.1	PGBD1_HUMAN
YT147657.CDS.1	PGBD2_HUMAN
EG326172.CDS.1	PGBD3_HUMAN
A87903.CDS.1	PGBD4_HUMAN
XT54697507.CDS.1	PGBD5_HUMAN
SY596425.CDS.1	PGBM_HUMAN
BD087509.CDS.2	PGCA_HUMAN
Q90003.CDS.2	PGCB_HUMAN
HO785737.CDS.1	PGDH_HUMAN
FG477418.CDS.2	PGES2_HUMAN
RL27657766.CDS.1	PGFRA_HUMAN
RY71519515	PGFRB_HUMAN
Q07817.CDS.1	PGFRL_HUMAN
KU48790574.CDS.1	PGGHG_HUMAN
C57059.CDS.1	PGH1_HUMAN
MP999303.CDS.1	PGH2_HUMAN
DJ10939561.CDS.3	PGK1_HUMAN
J98651.CDS.1	PGK2_HUMAN
NK74481176.CDS.1	PGLT1_HUMAN
FK55546469.CDS.2	PGM1_HUMAN
T65078	PGM2L_HUMAN
LW867445.CDS.1	PGM2_HUMAN
DP574598.CDS.2	PGM5_HUMAN
B59472.CDS.1	PGPIL_HUMAN
W87930.CDS.1	PGPI_HUMAN
GP72451469	PGPS1_HUMAN
JO822446.CDS.2	PGP_HUMAN
ZC973284	PGRC1_HUMAN
YO51084090.CDS.1	PGRC2_HUMAN
HI031583	PGRP1_HUMAN
ZG443453.CDS.3	PGRP2_HUMAN
HD84538003.CDS.2	PGRP3_HUMAN
CO882891.CDS.1	PGRP4_HUMAN
KP305242.CDS.1	PGS1_HUMAN
RE593885	PGS2_HUMAN
KF208475.CDS.1	PGSF1_HUMAN
Z85019.CDS.1	PGTA_HUMAN
D95891.CDS.1	PGTB1_HUMAN
CY84863970.CDS.1	PGTB2_HUMAN
SE878199.CDS.1	PH4H_HUMAN
SE701933.CDS.1	PHAG1_HUMAN
RH165735.CDS.1	PHAR1_HUMAN
WY560125.CDS.1	PHAR2_HUMAN
OR11040580	PHAR3_HUMAN
PS73342544.CDS.1	PHAR4_HUMAN
ID973382.CDS.1	PHAX_HUMAN
O28150.CDS.1	PHB2_HUMAN
CS69844471.CDS.2	PHB_HUMAN
HK78228934.CDS.1	PHC1_HUMAN
XW25780784.CDS.1	PHC2_HUMAN
RU13407115.CDS.1	PHC3_HUMAN
RN74079645.CDS.2	PHEX_HUMAN
JJ00267006.CDS.1	PHF10_HUMAN
TT16990667.CDS.1	PHF11_HUMAN
WU629067.CDS.1	PHF12_HUMAN
ML621050.CDS.1	PHF13_HUMAN
YB493641.CDS.2	PHF14_HUMAN
WO626594.CDS.1	PHF19_HUMAN
D10214.CDS.1	PHF1_HUMAN
LS650569.CDS.1	PHF20_HUMAN
NR10910782.CDS.2	PHF23_HUMAN
W74500.CDS.1	PHF24_HUMAN
PK202425.CDS.1	PHF2_HUMAN
SA58852384	PHF3_HUMAN
WJ827607.CDS.3	PHF5A_HUMAN
RN73853948.CDS.2	PHF6_HUMAN
NY12437639.CDS.3	PHF7_HUMAN
TX872704.CDS.2	PHF8_HUMAN
OE093752.CDS.1	PHGR1_HUMAN
PM784239	PHIPL_HUMAN
TM27018360.CDS.1	PHIP_HUMAN
OZ23882249.CDS.1	PHKG1_HUMAN
DC166447.CDS.1	PHKG2_HUMAN
IF46217366.CDS.1	PHLA1_HUMAN
NS252514	PHLA2_HUMAN
D60249.CDS.2	PHLA3_HUMAN
BQ37070413.CDS.2	PHLB1_HUMAN
Z50224.CDS.1	PHLB2_HUMAN
Q15983.CDS.1	PHLB3_HUMAN
YM37822682	PHLD_HUMAN
NA444178.CDS.3	PHLP1_HUMAN
EG73353538.CDS.1	PHLP2_HUMAN
CX67478539.CDS.1	PHLP_HUMAN
NN091482.CDS.2	PHOCN_HUMAN
IH05057307	PHOP1_HUMAN
Z46127	PHOP2_HUMAN
D21154.CDS.1	PHOS_HUMAN
NU99175049.CDS.2	PHP14_HUMAN
X30612	PHRF1_HUMAN
M99897.CDS.2	PHS2_HUMAN
QQ054665.CDS.1	PHS_HUMAN
SY16037736.CDS.1	PHTF1_HUMAN
HK477090.CDS.1	PHTF2_HUMAN
NY53301225.CDS.2	PHX2A_HUMAN
O24416.CDS.1	PHX2B_HUMAN
BW879607.CDS.1	PHYD1_HUMAN
C28256.CDS.3	PHYIP_HUMAN
YW712859	PI15_HUMAN
RW007995	PI16_HUMAN
HA049710	PI2R_HUMAN
XY60559151	PI3R4_HUMAN
CH509382.CDS.1	PI3R5_HUMAN
BX01663659	PI3R6_HUMAN
CL12948315.CDS.3	PI42A_HUMAN
JG077675.CDS.2	PI42B_HUMAN
PL24477022.CDS.1	PI42C_HUMAN
SO09706662.CDS.1	PI4KA_HUMAN
XA98310430.CDS.2	PI4KB_HUMAN
DM839037.CDS.1	PI4P1_HUMAN
TN07316460.CDS.2	PI4P2_HUMAN
T55675.CDS.1	PI51A_HUMAN
C68371.CDS.1	PI51B_HUMAN
ZH700548	PI51C_HUMAN
Y40181	PI5L1_HUMAN
SE098396.CDS.1	PI5PA_HUMAN
SW117640	PIANP_HUMAN
ZN455365.CDS.3	PIAS1_HUMAN
NJ677161.CDS.2	PIAS2_HUMAN
QW25789572.CDS.1	PIAS3_HUMAN
TF358553.CDS.1	PIAS4_HUMAN
K44731.CDS.1	PIBF1_HUMAN
PQ174461.CDS.2	PICAL_HUMAN
UH89811378.CDS.1	PICK1_HUMAN
GP41430998	PIDD1_HUMAN
JC676706.CDS.3	PIEZ1_HUMAN
XQ21688905	PIEZ2_HUMAN
SW19661711	PIF1_HUMAN
LW625120.CDS.1	PIFO_HUMAN
T18066.CDS.1	PIGA_HUMAN
A94596.CDS.1	PIGB_HUMAN
YZ42286681	PIGC_HUMAN
U73100.CDS.2	PIGF_HUMAN
AG55347798.CDS.1	PIGG_HUMAN
LZ79062186.CDS.2	PIGH_HUMAN
PC915641.CDS.2	PIGL_HUMAN
R50125.CDS.1	PIGM_HUMAN
RE808440.CDS.1	PIGN_HUMAN
U74187.CDS.2	PIGO_HUMAN
MO83910320.CDS.1	PIGP_HUMAN
C43168.CDS.2	PIGQ_HUMAN
AL980153.CDS.3	PIGR_HUMAN
CF377280.CDS.1	PIGS_HUMAN
M62365.CDS.1	PIGT_HUMAN
